,0,1,2
833,Rattlers - Power Rock/Blues.,"Fri 1 December 2017, 9 pm.
(Entrance fee: 110,00 dkk - 235,00 dkk)(nan)","Bartof Station, Solbjergvej 3, Frederiksberg"
834,Manish Pingle Duo feat. Mirwais Fedai (IN/DK).,"Fri 1 December 2017, 9 pm.
(Entrance fee: 120 DKK)(nan)","Global Copenhagen, NÃ¸rre AllÃ© 7, Copenhagen N"
835,Paul Harrison Band.,"Fri 1 December 2017, 9 pm.
(Entrance fee: Entre 125 DKK, Entre + Jazzmenu 275 DKK)(nan)","EllegÃ¥rden, Stavnsholtvej 168, Farum"
836,BersÃ¦rk + Support - FÃ¥ Billetter.,"Fri 1 December 2017, 9 pm.
(Entrance fee: 95,00 DKK)(nan)","Beta, Ã˜resundsvej 6, Copenhagen S"
837,Casey Jones.,"Fri 1 December 2017, 9 pm  - 1 am.
(Free admission)(nan)","VÃ¦rtshuset Pinden, Reventlowsgade 4, Copenhagen V"
838,Brekete Sounds (Ghana).,"Fri 1 December 2017, 9 pm  - 11 pm.
(Entrance fee: 50 DKK. i forsalg - 60 DKK. i dÃ¸ren)(nan)","VerdensKulturCentret, NÃ¸rre AllÃ© 7, Copenhagen N"
839,Blues overdrive.,"Fri 1 December 2017, 10 pm.
(Entrance fee: 80)(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
840,Rust Natklub.,"Fri 1 December 2017, 11 pm.
(nan)","Rust, Guldbergsgade 8, Copenhagen N"
841,TigertrÃ¦ning Legekoncert.,"Sat 2 December 2017, 10 am.
(Entrance fee: 50kr - Billetsalg kommer snart)(nan)","Prismen, Holmbladsgade 71, Copenhagen S"
842,Gospel-workshop for alle!,"Sat 2 December 2017, 10 am  - 5 pm.
(Entrance fee: 120 DKK.)(nan)","Lyngby Frikirke, ToftebÃ¦ksvej 13, Kongens Lyngby"
843,Ab/cd - Juleshow.,"Sat 2 December 2017, 11 am.
(Entrance fee: 75 DKK)(nan)","KU.BE, Dirch Passers AllÃ© 4, Frederiksberg"
844,Kalles Store JuleTrommeshow.,"Sat 2 December 2017, 11 am.
(Free admission)(nan)","Herlev Medborgerhus, HerlevgÃ¥rdsvej 18-20, Herlev"
845,Dans mellem bÃ¸gerne med dine bÃ¸rnebÃ¸rn.,"Sat 2 December 2017, 11 am.
(Entrance fee: Gratis billetter)(nan)","FuresÃ¸ Bibliotek & Borgerservice, Farum, Kulturhuset, Stavnsholtvej 3, Farum"
846,Big Creek Slim og Peter Nande i Farum Kulturhus.,"Sat 2 December 2017, 11.30 am.
(Free admission)(nan)","Farum Kulturhus, Stavnsholtvej 3, Farum"
847,OrgelmatinÃ©.,"Sat 2 December 2017, 12 am.
(Free admission)(nan)","Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K"
848,HÃ¸reforeningen BrÃ¸ndby Lokalafdeling.Julefrokost med underholdning.,"Sat 2 December 2017, 12 am  to 15.
(Entrance fee: 50.00 for ikke medlemmer)(nan)","Kulturhuset Kilden, NygÃ¥rds Plads 31, BrÃ¸ndby"
849,Julestue og Julekoncert med Albertslund koret.,"Sat 2 December 2017, 1 pm  - 4 pm.
(nan)","HerstedÃ¸ster Kirke, HerstedÃ¸stergade 5, Albertslund"
850,Julekoncert med SÃ¸borggaardkoret.,"Sat 2 December 2017, 2 pm  - 3 pm.
(nan)","SÃ¸borg Kirkes sognegÃ¥rd, FrÃ¸dings AllÃ© 2, SÃ¸borg"
851,Hvidovre Musikskoles kor.,"Sat 2 December 2017, 2 pm  - 4 pm.
(nan)","Risbjerg Kirke, Kirkegade 2, Hvidovre"
852,"""Dynamics"".","Sat 2 December 2017, 2.30 pm.
(Entrance fee: 100,-(80,-))(nan)","Jazzcup, Gothersgade 107, Copenhagen K"
853,Familiejulekoncert.,"Sat 2 December 2017, 3 pm.
(Free admission)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
854,Sigurd fortÃ¦ller Danmarkshistorie.,"Sat 2 December 2017, 3 pm  & 5 pm.
(Entrance fee: 50 - 190 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
855,Bach - H-mol Messe / Copenhagen Soloists.,"Sat 2 December 2017, 4 pm.
(Entrance fee: 200 DKK)(nan)","Holmens Kirke, Holmens Kanal 21, Copenhagen K"
856,Messias i Marmorkirken.,"Sat 2 December 2017, 4 pm.
(Entrance fee: 135,00 dkk - 235,00 dkk)(nan)","Marmorkirken, Frederiksgade 4, Copenhagen K"
857,Julekoncert med Con Brio-koret.,"Sat 2 December 2017, 4 pm.
(Free admission)(nan)","Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜"
858,Julekoncert CBS International Choir.,"Sat 2 December 2017, 4 pm  - 5 pm.
(nan)","Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C"
859,Bach: H-mol Messen med Copenhagen Soloists.,"Sat 2 December 2017, 4 pm  - 7 pm.
(nan)","Holmens Kirke, Holmens Kanal 21, Copenhagen K"
860,Caroline Henderson - Julekoncert 2017.,"Sat 2 December 2017, 5 pm.
(Entrance fee: 275,00 DKK)(nan)","Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V"
861,Advents Vesper.,"Sat 2 December 2017, 7 pm.
(Free admission)(nan)","Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K"
862,Christmas is Coming.,"Sat 2 December 2017, 7 pm.
(Entrance fee: 150,00 DKK)(nan)","Taastrup Nykirke, Taastrup Hovedgade 34, Taastrup"
863,Juleoratoriet.,"Sat 2 December 2017, 7.30 pm  - 8.30 pm.
(nan)","Sankt Jakobs Kirke, Ã˜sterbrogade 59, Copenhagen Ã˜"
864,Peter Sommer & Tiggerne.,"Sat 2 December 2017, 8 pm.
(Entrance fee: 225,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
865,Chimbos Revival & Innkeepers.,"Sat 2 December 2017, 8 pm.
(nan)","Herlev Hallen, Tvedvangen 198, Herlev"
866,Caroline Henderson - Julekoncert 2017.,"Sat 2 December 2017, 8 pm.
(Entrance fee: 275,00 DKK)(nan)","Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V"
867,Stillborn.,"Sat 2 December 2017, 8 pm.
(Entrance fee: 210 DKK)(nan)","Pumpehuset, StudiestrÃ¦de 52, Copenhagen V"
868,Mando diao.,"Sat 2 December 2017, 8 pm.
(Entrance fee: 200 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
869,Vinbar med tapas og live musik.,"Sat 2 December 2017, 8 pm.
(Free admission)(nan)"," Cafe Delight ApS, Borups Alle 112, Frederiksberg"
870,Litauisk julekoncert.,"Sat 2 December 2017, 8 pm.
(Entrance fee: 190)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
871,Ronnie Cuber & Danish All Stars B-3 Band.,"Sat 2 December 2017, 8 pm.
(Entrance fee: 335 DKK + evt. gebyr)(nan)","Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K"
872,Rachel Foxx (UK).,"Sat 2 December 2017, 8 pm.
(Entrance fee: 135,00 DKK)(nan)","Ideal Bar, Enghavevej 40, Copenhagen V"
873,Copenhagen Folk Club prÃ¦senterer den danske visesanger Fin Alfred og det unge irske band Na Leanai!,"Sat 2 December 2017, 8 pm.
(Entrance fee: 70/100)(nan)","KU.BE, Dirch Passers AllÃ© 4, Frederiksberg"
874,Rust Live.,"Sat 2 December 2017, 8.30 pm.
(nan)","Rust, Guldbergsgade 8, Copenhagen N"
875,Jon NÃ¸rgaard.,"Sat 2 December 2017, 9 pm.
(Entrance fee: 200,00 DKK)(nan)","Amager Bio, Ã˜resundsvej 6, Copenhagen S"
876,Klimaforandringer.,"Sat 2 December 2017, 9 pm.
(Entrance fee: 100 DKK)(nan)","Global Copenhagen, NÃ¸rre AllÃ© 7, Copenhagen N"
877,Nordic Giants (UK) + Support.,"Sat 2 December 2017, 9 pm.
(Entrance fee: 95,00 DKK)(nan)","Beta, Ã˜resundsvej 6, Copenhagen S"
878,Suburban Summit #3.,"Sat 2 December 2017, 9 pm.
(Entrance fee: 249 DKK + evt. gebyr)(nan)","ForbrÃ¦ndingen, Vognporten 11, Albertslund"
879,ODZ pÃ¥ Loppen!,"Sat 2 December 2017, 9 pm.
(Entrance fee: 125 DKK)(nan)","Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K"
880,Funky julefest: Papa's Got a Brand New Bag - James Brown Tribute.,"Sat 2 December 2017, 9 pm.
(Entrance fee: 175 DKK. + gebyr - 200 DKK i dÃ¸ren)(nan)","K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S"
881,Big Joe Louis.,"Sat 2 December 2017, 10 pm.
(Entrance fee: 100 DKK)(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
882,Denzel Curry (US).,"Sat 2 December 2017, 11 pm.
(nan)","Rust, Guldbergsgade 8, Copenhagen N"
883,Flavour.,"Sat 2 December 2017, 11 pm.
(nan)","Rust, Guldbergsgade 8, Copenhagen N"
884,Julekoncert Lyngby Scenekunst.,"Sun 3 December 2017, 1 pm.
(nan)","Albertslund Biograferne, Bibliotekstorvet 1-3, Albertslund"
885,"Julesang, juleklip og hygge v. Mathias Hammer.","Sun 3 December 2017, 1 pm  - 3 pm.
(Entrance fee: 85 DKK. /gratis for bÃ¸rn under 18)(nan)","Den Hirschsprungske Samling, Stockholmsgade 20, Copenhagen Ã˜"
886,JulematinÃ© i Kilden.,"Sun 3 December 2017, 1 pm  - 4 pm.
(Free admission)(nan)","Kulturhuset Kilden, NygÃ¥rds Plads 31, BrÃ¸ndby"
887,Mig og kunsten. Koncert med Bent Fabricius-Bjerre.,"Sun 3 December 2017, 2 pm  - 3 pm.
(Entrance fee: 225 DKK. frem til. 9. november. 250 DKK. derefter)(nan)","Statens Museum for Kunst, SÃ¸lvgade 48-50, Copenhagen K"
888,SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,"Sun 3 December 2017, 2 pm  - 5 pm.
(Entrance fee: 50 DKK.)(nan)","RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre"
889,Julekoncert med Harmonize.,"Sun 3 December 2017, 3 pm.
(Free admission)(nan)","Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜"
890,Trio Satie Salonkoncert med julestemning.,"Sun 3 December 2017, 3 pm.
(Entrance fee: 100 DKK.)(nan)","Chemnitz, Ã˜sterbrogade 132, Copenhagen Ã˜"
891,Lars Thorborg: 30 Ã¥r i Jazzens Tjeneste.,"Sun 3 December 2017, 3 pm.
(Entrance fee: 60 DKK + evt. gebyr)(nan)","Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K"
892,Adventskoncert i BagsvÃ¦rd Kirke.,"Sun 3 December 2017, 3 pm.
(nan)","BagsvÃ¦rd Kirke, Taxvej 14-16, BagsvÃ¦rd"
893,Koncert med Sct. Thomas kirkes kammerkor.,"Sun 3 December 2017, 3 pm  - 4 pm.
(nan)","Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C"
894,Kor Koncert.,"Sun 3 December 2017, 3 pm  - 4 pm.
(nan)","Sct. Lukas Kirke, Christian Richardtsvej 1 - 3, Frederiksberg C"
895,Adventskoncert og fÃ¦llessang over Martin Luthers salmer.,"Sun 3 December 2017, 3 pm  - 4 pm.
(nan)","RÃ¸nnevang Kirke, Taastrup Hovedgade 150, Taastrup"
896,JulestÃ¸ttekoncert v/ amalie og kons studerende.,"Sun 3 December 2017, 3 pm  - 5 pm.
(nan)","Ansgarkirken, MÃ¥gevej 33, Copenhagen NV"
897,Julekoncert.,"Sun 3 December 2017, 3 pm  - 5 pm.
(nan)","BrÃ¸ndbyÃ¸ster Kirke, BrÃ¸ndbyÃ¸stervej 117 B, BrÃ¸ndby"
898,Det Danske Sangselskab.,"Sun 3 December 2017, 3 pm  - 5 pm.
(Entrance fee: 100)(nan)","Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C"
899,Messias i Marmorkirken.,"Sun 3 December 2017, 4 pm.
(Entrance fee: 135,00 dkk - 235,00 dkk)(nan)","Marmorkirken, Frederiksgade 4, Copenhagen K"
900,PrÃ¦torius: Julemesse Med Trinitatis Kantori Og Kammerorkester.,"Sun 3 December 2017, 4 pm.
(Entrance fee: 140,00 DKK)(nan)","Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K"
901,100% Jul med Gospelgeneration KIDS & NEXT.,"Sun 3 December 2017, 4 pm.
(Entrance fee: 50 - 100 DKK)(nan)","KÃ¸bnerkirken, Shetlandsgade 6, Copenhagen S"
902,Rytmisk julekoncert.,"Sun 3 December 2017, 4 pm  - 5.30 pm.
(nan)","VallensbÃ¦k Kirke og SognegÃ¥rd, Kirkebakke AllÃ© 9, VallensbÃ¦k"
903,"Adventskoncert med Messiaskirkens Koncertkor: Vivaldi Gloria, Bach Magnificat.","Sun 3 December 2017, 4 pm  - 6.15 pm.
(nan)","Messiaskirken, Hartmannsvej 46, Charlottenlund"
904,Julekoncert med Pavlovskys Balalajkaorkester.,"Sun 3 December 2017, 4 pm  - 10 pm.
(nan)","Husumvold Kirke, Gadelandet 25, BrÃ¸nshÃ¸j"
905,Koncert med Rasmus Lyberth.,"Sun 3 December 2017, 5 pm  - 6 pm.
(nan)","Christians Kirke, Strandgade 1, Copenhagen K"
906,Jazzkoncert.,"Sun 3 December 2017, 6 pm.
(Entrance fee: 250)(nan)","Albertslund Jazzklub, Albertslund RÃ¥dhus, Kantinen, Albertslund"
907,Julekoncer Hellerup Scenekunst.,"Sun 3 December 2017, 6.30 pm.
(nan)","Albertslund Biograferne, Bibliotekstorvet 1-3, Albertslund"
908,Northlane (AUS).,"Sun 3 December 2017, 7 pm.
(Entrance fee: 200,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
909,Koncert med Lundehus -og Hans Egede kirkekor.,"Sun 3 December 2017, 7.30 pm  - 8.30 pm.
(nan)","Lundehus Kirke, StrÃ¸damvej 1, Copenhagen Ã˜"
910,Danmark Synger Julen Ind.,"Sun 3 December 2017, 7.45 pm.
(Entrance fee: 160 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
911,Dicte Hempler - The Dark and Stormy Sessions.,"Sun 3 December 2017, 8 pm.
(Entrance fee: 270 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
912,Ski Mask The Slump God.,"Sun 3 December 2017, 8 pm.
(Entrance fee: 280 DKK)(nan)","Pumpehuset, StudiestrÃ¦de 52, Copenhagen V"
913,Kims Jul.,"Sun 3 December 2017, 8 pm.
(Entrance fee: 275,00 DKK)(nan)","Holmens Kirke, Holmens Kanal 21, Copenhagen K"
914,Julekoncert med solist Christina Boelskifte.,"Sun 3 December 2017, 8 pm.
(nan)","Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜"
915,Kim SjÃ¸grens julekoncert.,"Sun 3 December 2017, 8 pm  - 10 pm.
(nan)","Holmens Kirke, Holmens Kanal 21, Copenhagen K"
916,Big Creek Slim.,"Sun 3 December 2017, 9.30 pm.
(Free admission)(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
917,Cantus Koret synger julen ind i FRB.C.,"Mon 4 December 2017, 5 pm  - 6 pm.
(Free admission)(nan)","Frederiksberg Centret, Falkoner AllÃ© 21, Frederiksberg"
918,Julekoncert med Kuhlaukoret.,"Mon 4 December 2017, 7 pm  - 8 pm.
(nan)","Christianskirken, Christian X's AllÃ© 122, Kongens Lyngby"
919,Italiensk Julekoncert pÃ¥ Metronomen.,"Mon 4 December 2017, 7.30 pm.
(Entrance fee: 70,- ell. GRATIS til DANTE Forenings medlemmer)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
920,Mestre pÃ¥ Mandage XI.,"Mon 4 December 2017, 7.30 pm.
(Free admission)(nan)","Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C"
921,Danish Music Awards Jazz 2017.,"Mon 4 December 2017, 7.30 pm.
(Entrance fee: 120,00 DKK)(nan)","Bremen Teater, Nyropsgade 39-41, Copenhagen V"
922,Kammermusikforeningen af 1887: Julekoncert med Zapolski Strygerne.,"Mon 4 December 2017, 7.30 pm  - 8.30 pm.
(nan)","Christians Kirke, Strandgade 1, Copenhagen K"
923,Julekoncert med Farum Gospel.,"Mon 4 December 2017, 7.30 pm  - 9.30 pm.
(nan)","Stavnsholtkirken, Stavnsholtvej 25, Farum"
924,JuleKoncert med OBG.,"Mon 4 December 2017, 7.30 pm  - 9.30 pm.
(nan)","SkelgÃ¥rdskirken, Sindingvej 9, Kastrup"
925,Julekoncert med Joyful Nation.,"Mon 4 December 2017, 7.30 pm  - 10 pm.
(nan)","Strandmarkskirken, Strandmarksvej 38, Hvidovre"
926,Jazz pÃ¥ BrÃ¸ndby Musikskole.,"Mon 4 December 2017, 8 pm.
(Free admission)(nan)","BrÃ¸ndby Musikskole, TornehÃ¸j 1, BrÃ¸ndby"
927,Monday Juke Joint.,"Mon 4 December 2017, 9.30 pm.
(Free admission)(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
928,Carols by Candlelight - udendÃ¸rs.,"Tues 5 December 2017, 4.30 pm  - 5 pm.
(nan)","Sct. MatthÃ¦us Kirke, MatthÃ¦usgade 31, Copenhagen V"
929,DKDM's Symfoniorkester spiller Petrusjka.,"Tues 5 December 2017, 5 pm.
(Free admission)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
930,Julekoncert med MusikhÃ¸jskolen.,"Tues 5 December 2017, 6.30 pm.
(Free admission)(nan)","Solbjerg Kirke, Howitzvej 30A, Frederiksberg"
931,100% Jul.,"Tues 5 December 2017, 7 pm.
(Entrance fee: 50 - 100 DKK)(nan)","KÃ¸bnerkirken, Shetlandsgade 6, Copenhagen S"
932,Julekoncert med tre lokale kor.,"Tues 5 December 2017, 7 pm.
(Free admission)(nan)","Nathanaels Kirke, Holmbladsgade 19, Copenhagen S"
933,Ann-Mette Elten Julekoncert 2017.,"Tues 5 December 2017, 7.30 pm.
(Entrance fee: 150,00 DKK)(nan)","Strandmarkskirken, Strandmarksvej 38, Hvidovre"
934,Na Leanai.,"Tues 5 December 2017, 7.30 pm.
(Entrance fee: 140 DKK + evt. gebyr)(nan)","Baltoppen Live, Baltorpvej 20, Ballerup"
935,Julekoncert med Tritonuskoret.,"Tues 5 December 2017, 7.30 pm  - 8.30 pm.
(nan)","SÃ¸borg Kirkes sognegÃ¥rd, FrÃ¸dings AllÃ© 2, SÃ¸borg"
936,Julekoncert med Helleruplundkoret.,"Tues 5 December 2017, 7.30 pm  - 8.30 pm.
(nan)","Helleruplund Kirke, Bernstorffsvej 73, Hellerup"
937,Koncert m/ Marie Carmen Koppel.,"Tues 5 December 2017, 7.30 pm  - 9.30 pm.
(nan)","Taastrup Nykirke, Taastrup Hovedgade 34, Taastrup"
938,Julekoncert med Ann-Mette Elten.,"Tues 5 December 2017, 7.30 pm  - 9.30 pm.
(nan)","Strandmarkskirken, Strandmarksvej 38, Hvidovre"
939,Spillemandsdansen spiller op til folkedans pÃ¥ Lindegaarden - CafÃ©aften - Ingen undervisning.,"Tues 5 December 2017, 7.30 pm  - 9.45 pm.
(Entrance fee: 100 DKK pr. Ã¥r)(nan)","Kulturstedet Lindegaarden, Peter Lunds Vej 8, Kongens Lyngby"
940,The Necks (AU).,"Tues 5 December 2017, 8 pm.
(Entrance fee: 160 DKK)(nan)","Brorsons Kirke, Rantzausgade 49, Copenhagen N"
941,Tank And The Bangas (US).,"Tues 5 December 2017, 8 pm.
(Entrance fee: 175,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
942,Royal Thunder.,"Tues 5 December 2017, 8 pm.
(Entrance fee: 185,00 DKK)(nan)","Pumpehuset, StudiestrÃ¦de 52, Copenhagen V"
943,Releasekoncert med Baobab Sisters.,"Tues 5 December 2017, 8 pm.
(nan)","VerdensKulturCentret, NÃ¸rre AllÃ© 7, Copenhagen N"
944,Americana tuesday.,"Tues 5 December 2017, 9 pm.
(Free admission)(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
945,Jeppe Gram Quartet feat. Jakob Dinesen.,"Tues 5 December 2017, 9 pm  - 11.30 pm.
(Entrance fee: 100 DKK)(nan)","Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K"
946,Jule sang eftermiddag.,"Wed 6 December 2017, 3 pm.
(Free admission)(nan)","Kulturhuset Kilden, NygÃ¥rds Plads 31, BrÃ¸ndby"
947,Onsdagsjazz V. Jacob Fischer - Dagens Gryde.,"Wed 6 December 2017, 4.30 pm.
(Entrance fee)(nan)","Bartof Station, Solbjergvej 3, Frederiksberg"
948,Kirkeministerens Julekoncert.,"Wed 6 December 2017, 4.30 pm  - 6 pm.
(nan)","Holmens Kirke, Holmens Kanal 21, Copenhagen K"
949,Jam-session pÃ¥ Lipperts.,"Wed 6 December 2017, 6 pm.
(Free admission)(nan)","Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup"
950,Jazz: Dagens Jazz.,"Wed 6 December 2017, 7 pm.
(nan)","Bibliografen, BagsvÃ¦rd Hovedgade 116 P, BagsvÃ¦rd"
951,Julekoncert med MusikhÃ¸jskolen.,"Wed 6 December 2017, 7 pm.
(Free admission)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
952,Julekoncert med Gospelkoret Faith.,"Wed 6 December 2017, 7 pm  - 9 pm.
(nan)","Christianskirken, Christian X's AllÃ© 122, Kongens Lyngby"
953,Trio Miilman-Thomsen-Rehling.,"Wed 6 December 2017, 7.30 pm.
(Entrance fee: 150 DKK)(nan)","Galaksen, Bymidten 48, VÃ¦rlÃ¸se"
954,Debutkoncert - Einar Kyvik Bauge.,"Wed 6 December 2017, 7.30 pm.
(Free admission)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
955,Julekoncert i Frederiksberg Slotskirke.,"Wed 6 December 2017, 7.30 pm  - 9 pm.
(Free admission)(nan)","Frederiksberg Slotskirke, Roskildevej 28, Frederiksberg"
956,SÃ¸ren Kristiansen Trio.,"Wed 22 November 2017, 8 pm.
(Entrance fee: 260 DKK + evt. gebyr)(nan)","Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K"
957,Mastodon (us) - Udsolgt.,"Wed 22 November 2017, 8 pm.
(Entrance fee: 360,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
958,Little Steven & The Disciples Of Soul - FÃ¥ Billetter.,"Wed 22 November 2017, 8 pm.
(Entrance fee: 480,00 DKK)(nan)","Amager Bio, Ã˜resundsvej 6, Copenhagen S"
959,Chief 1 m. band.,"Wed 22 November 2017, 8 pm  - 10 pm.
(Entrance fee: 120 DKK.)(nan)","Kulturhuset PilegÃ¥rden, BrÃ¸nshÃ¸jvej 17, BrÃ¸nshÃ¸j"
960,EZRA live pÃ¥ Loppen.,"Wed 22 November 2017, 8.30 pm.
(Entrance fee: 40 DKK)(nan)","Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K"
961,Nothing More.,"Wed 22 November 2017, 9 pm.
(Entrance fee: 195,00 DKK)(nan)","Pumpehuset, StudiestrÃ¦de 52, Copenhagen V"
962,Tim Hagans / Marek Konarski Quintet.,"Wed 22 November 2017, 9 pm  - 11.30 pm.
(Entrance fee: 168 DKK + gebyr)(nan)","Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K"
963,Bechmann Sidenius.,"Wed 22 November 2017, 9.30 pm.
(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
964,Lunchkoncert med cellosuiter af J.S. Bach.,"Thur 23 November 2017, 1 pm  - 2 pm.
(nan)","Frederiksberg Kirke, Pile AllÃ© 1, Frederiksberg C"
965,Frederiksberg GameLAB - bibliotekets brÃ¦tspilsklub.,"Thur 23 November 2017, 4 pm.
(Entrance fee: Gratis billetter)(nan)","Biblioteket Danasvej, Danasvej 30 B, Frederiksberg C"
966,The Spirit of New Orleans Koncert - Fru Jensen's Selskabelige Forening.,"Thur 23 November 2017, 6 pm.
(Entrance fee: 195 DKK.)(nan)","Fritidscentret Hedehuset, Hovedgaden 371, Hedehusene"
967,Anders Blichfeldt solo.,"Thur 23 November 2017, 6 pm.
(nan)","Restaurant Beghuset, Strandgade 14, DragÃ¸r"
968,TestmannJazz.,"Thur 23 November 2017, 7 pm.
(Free admission)(nan)","CafÃ© Sundet, Svaneknoppen 2, Copenhagen Ã˜"
969,2 klaverer - 4 hÃ¦nder.,"Thur 23 November 2017, 7 pm  - 10 pm.
(nan)","Husum Kirke, Korsager AllÃ© 14, BrÃ¸nshÃ¸j"
970,Ã˜EN prÃ¦senterer: Nyctophilia.,"Thur 23 November 2017, 7 pm  - 10 pm.
(nan)","Ã˜en, Mimersgade, Copenhagen N"
971,Afkham & Aimard.,"Thur 23 November 2017, 7.30 pm.
(Entrance fee: 85 - 497 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
972,Guitaristen Gery Ryan.,"Thur 23 November 2017, 7.30 pm.
(Entrance fee: Billetsalg i indgangen)(nan)","Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C"
973,Koncert for trompet og orgel.,"Thur 23 November 2017, 7.30 pm  - 8.30 pm.
(nan)","Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C"
974,EfterÃ¥rshÃ¸jskolen: JÃ¸rgen Schou-Pedersen & ensemblet Anello samt Davids kirkes renÃ¦ssancetrio:.,"Thur 23 November 2017, 7.30 pm  - 9.30 pm.
(nan)","Davidskirken, Koldinggade 11, Copenhagen Ã˜"
975,"Benny Andersen, Poul & Halfdan.","Thur 23 November 2017, 7.30 pm  - 10 pm.
(Entrance fee: Medlemmer gratis gÃ¦ster 50 DKK.)(nan)","Telefonfabrikken - Gladsaxe Kulturhus, Telefonvej 8, SÃ¸borg"
976,Julekoncert med VallensbÃ¦kkoret.,"Wed 6 December 2017, 7.30 pm  - 9 pm.
(nan)","Helligtrekongers Kirke, Kirkebakke AllÃ© 11, VallensbÃ¦k"
977,King krule.,"Wed 6 December 2017, 8 pm.
(nan)","VEGA, Enghavevej 40, Copenhagen V"
978,Enter Shikari (UK).,"Wed 6 December 2017, 8 pm.
(Entrance fee: 245,00 DKK)(nan)","Amager Bio, Ã˜resundsvej 6, Copenhagen S"
979,Jacob Fischer 50th Anniversary.,"Wed 6 December 2017, 8 pm.
(Entrance fee: 270 DKK + evt. gebyr)(nan)","Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K"
980,Mads Tolling Quartet hos Paradise Jazz.,"Wed 6 December 2017, 9 pm.
(Entrance fee)(nan)","Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K"
981,Mads Tolling Quartet.,"Wed 6 December 2017, 9 pm  - 11.30 pm.
(Entrance fee: 100 DKK)(nan)","Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K"
982,Julekoncert med BrÃ¸ndby BlÃ¦serorkester.,"Thur 7 December 2017, 5.30 pm.
(Free admission)(nan)","BrÃ¸ndby Musikskole, TornehÃ¸j 1, BrÃ¸ndby"
